Bank,Loan_Type,Amount,Interest_Rate,Issue_Date,Tenor_Years,Status,Is_NPA,Region,Amount_Band,Issue_Year,Issue_Month
JPMorgan Chase,Mortgage,390137.38,3.53,2019-06-13,30,Current,0,UK,200-500K,2019,6
JPMorgan Chase,Credit Card,3504.64,10.85,2019-02-20,5,Written Off,1,UK,<10K,2019,2
JPMorgan Chase,Personal Loan,44679.63,9.67,2021-06-22,1,Current,0,UK,10-50K,2021,6
JPMorgan Chase,Business Loan,1988473.38,11.14,2019-09-04,10,Current,0,US,500K+,2019,9
JPMorgan Chase,Personal Loan,11439.51,4.61,2020-05-01,30,Current,0,US,10-50K,2020,5
JPMorgan Chase,Auto Loan,52001.34,7.98,2022-03-07,1,Current,0,Europe,50-200K,2022,3
JPMorgan Chase,Business Loan,1217039.86,3.86,2019-06-23,15,Current,0,Asia,500K+,2019,6
JPMorgan Chase,Business Loan,1065177.17,8.11,2020-09-23,15,Current,0,Asia,500K+,2020,9
JPMorgan Chase,Mortgage,144391.78,7.87,2023-04-03,1,Current,0,Europe,50-200K,2023,4
JPMorgan Chase,Business Loan,892557.84,6.6,2022-05-17,20,Current,0,UK,500K+,2022,5
JPMorgan Chase,Auto Loan,51848.38,5.83,2021-04-20,10,Current,0,UK,50-200K,2021,4
JPMorgan Chase,Mortgage,497376.42,11.06,2021-09-23,20,Current,0,US,200-500K,2021,9
JPMorgan Chase,Business Loan,844493.94,8.35,2019-12-24,25,Current,0,UK,500K+,2019,12
JPMorgan Chase,Auto Loan,13065.42,5.07,2020-03-30,5,Current,0,UK,10-50K,2020,3
JPMorgan Chase,Mortgage,426275.88,5.63,2021-12-01,15,Current,0,Middle East,200-500K,2021,12
JPMorgan Chase,Personal Loan,38613.19,11.33,2023-03-16,25,Current,0,Middle East,10-50K,2023,3
JPMorgan Chase,Business Loan,1993924.66,3.79,2020-02-21,2,Current,0,UK,500K+,2020,2
JPMorgan Chase,Personal Loan,21808.04,4.29,2019-10-18,30,Current,0,Europe,10-50K,2019,10
JPMorgan Chase,Auto Loan,46011.06,4.47,2020-09-14,3,Current,0,UK,10-50K,2020,9
JPMorgan Chase,Mortgage,330610.94,11.88,2019-06-18,3,Current,0,Asia,200-500K,2019,6
JPMorgan Chase,Credit Card,14271.68,9.09,2020-12-25,2,Current,0,UK,10-50K,2020,12
JPMorgan Chase,Auto Loan,16031.54,11.14,2021-09-19,3,Current,0,Europe,10-50K,2021,9
JPMorgan Chase,Personal Loan,36350.82,9.98,2019-11-17,10,Current,0,Europe,10-50K,2019,11
JPMorgan Chase,Personal Loan,49840.93,12.07,2023-08-30,2,Current,0,UK,10-50K,2023,8
JPMorgan Chase,Credit Card,4385.59,7.48,2022-06-10,10,Current,0,US,<10K,2022,6
JPMorgan Chase,Personal Loan,5850.34,9.03,2022-01-05,5,Current,0,Europe,<10K,2022,1
JPMorgan Chase,Personal Loan,38458.15,6.86,2023-10-14,30,Current,0,UK,10-50K,2023,10
JPMorgan Chase,Mortgage,468437.68,10.93,2021-05-22,15,60-day DPD,0,Europe,200-500K,2021,5
JPMorgan Chase,Business Loan,256537.63,8.6,2022-12-11,10,Current,0,Europe,200-500K,2022,12
JPMorgan Chase,Mortgage,198742.76,5.8,2023-10-12,2,Current,0,Asia,50-200K,2023,10
JPMorgan Chase,Mortgage,214838.43,8.38,2022-12-11,3,Current,0,Asia,200-500K,2022,12
JPMorgan Chase,Mortgage,448472.87,4.65,2020-12-05,25,Current,0,UK,200-500K,2020,12
JPMorgan Chase,Business Loan,239944.08,4.09,2019-09-02,25,Current,0,UK,200-500K,2019,9
JPMorgan Chase,Business Loan,988238.75,6.37,2021-02-17,30,Current,0,US,500K+,2021,2
JPMorgan Chase,Mortgage,185189.87,8.93,2023-03-30,2,60-day DPD,0,Middle East,50-200K,2023,3
JPMorgan Chase,Personal Loan,45618.29,9.49,2021-06-19,2,Written Off,1,US,10-50K,2021,6
JPMorgan Chase,Mortgage,245191.02,6.09,2023-10-16,1,90+ DPD,1,UK,200-500K,2023,10
JPMorgan Chase,Mortgage,406841.73,5.5,2019-02-18,2,30-day DPD,0,UK,200-500K,2019,2
JPMorgan Chase,Business Loan,1869155.47,6.27,2023-11-14,5,Current,0,US,500K+,2023,11
JPMorgan Chase,Personal Loan,12425.34,10.74,2021-05-17,10,Current,0,Europe,10-50K,2021,5
JPMorgan Chase,Credit Card,16698.27,5.56,2022-02-18,3,Current,0,US,10-50K,2022,2
JPMorgan Chase,Mortgage,348484.48,12.11,2020-01-17,1,Current,0,UK,200-500K,2020,1
JPMorgan Chase,Personal Loan,14969.0,4.4,2019-02-26,2,Current,0,Asia,10-50K,2019,2
JPMorgan Chase,Personal Loan,7130.08,8.81,2022-07-04,15,Current,0,UK,<10K,2022,7
JPMorgan Chase,Business Loan,1603115.9,8.55,2019-06-30,25,Current,0,Middle East,500K+,2019,6
JPMorgan Chase,Credit Card,3877.15,11.47,2022-09-13,25,Current,0,Asia,<10K,2022,9
JPMorgan Chase,Business Loan,1553895.62,4.26,2019-04-05,5,Current,0,Europe,500K+,2019,4
JPMorgan Chase,Personal Loan,10267.25,5.43,2019-06-30,5,Current,0,UK,10-50K,2019,6
JPMorgan Chase,Credit Card,18939.66,10.04,2022-03-14,10,Current,0,Europe,10-50K,2022,3
JPMorgan Chase,Personal Loan,37862.23,8.78,2019-10-19,20,Current,0,UK,10-50K,2019,10
JPMorgan Chase,Personal Loan,5211.36,4.73,2021-02-09,10,Current,0,Middle East,<10K,2021,2
JPMorgan Chase,Business Loan,899501.61,11.76,2021-01-20,1,Current,0,US,500K+,2021,1
JPMorgan Chase,Credit Card,19890.1,5.45,2019-08-11,2,Current,0,Europe,10-50K,2019,8
JPMorgan Chase,Mortgage,141705.71,4.92,2019-11-18,5,Current,0,US,50-200K,2019,11
JPMorgan Chase,Business Loan,320542.15,6.33,2022-01-10,25,Current,0,Europe,200-500K,2022,1
JPMorgan Chase,Mortgage,150117.19,10.88,2019-06-06,20,Current,0,US,50-200K,2019,6
JPMorgan Chase,Credit Card,2341.06,5.78,2023-03-29,30,Current,0,UK,<10K,2023,3
JPMorgan Chase,Mortgage,112192.1,12.1,2023-10-25,30,30-day DPD,0,Europe,50-200K,2023,10
JPMorgan Chase,Business Loan,231092.55,8.36,2020-07-30,2,Current,0,US,200-500K,2020,7
JPMorgan Chase,Personal Loan,13977.73,6.04,2019-09-26,2,Current,0,Middle East,10-50K,2019,9
JPMorgan Chase,Personal Loan,5029.54,7.43,2022-07-10,5,Current,0,Europe,<10K,2022,7
JPMorgan Chase,Auto Loan,54031.1,12.03,2020-12-27,25,Current,0,US,50-200K,2020,12
JPMorgan Chase,Mortgage,262400.76,4.07,2020-06-11,1,Current,0,UK,200-500K,2020,6
JPMorgan Chase,Business Loan,345643.73,3.96,2022-01-01,3,Current,0,US,200-500K,2022,1
JPMorgan Chase,Personal Loan,26986.1,10.72,2023-04-21,25,Current,0,UK,10-50K,2023,4
JPMorgan Chase,Business Loan,1099744.71,8.42,2022-01-07,20,Current,0,Europe,500K+,2022,1
JPMorgan Chase,Mortgage,423531.45,10.26,2021-04-18,25,Current,0,US,200-500K,2021,4
JPMorgan Chase,Mortgage,265245.53,12.12,2023-09-05,15,Current,0,Asia,200-500K,2023,9
JPMorgan Chase,Mortgage,357424.63,9.59,2019-04-07,10,Current,0,Asia,200-500K,2019,4
JPMorgan Chase,Credit Card,18710.13,5.12,2023-12-20,1,Current,0,UK,10-50K,2023,12
JPMorgan Chase,Personal Loan,7209.35,8.14,2019-08-18,30,Written Off,1,UK,<10K,2019,8
JPMorgan Chase,Mortgage,350292.44,7.05,2023-10-07,20,Current,0,US,200-500K,2023,10
Goldman Sachs,Business Loan,220560.2,11.29,2021-09-09,20,Current,0,UK,200-500K,2021,9
Goldman Sachs,Auto Loan,48207.16,10.28,2022-01-04,3,Current,0,US,10-50K,2022,1
Goldman Sachs,Mortgage,131118.61,9.81,2021-08-12,20,Current,0,US,50-200K,2021,8
Goldman Sachs,Mortgage,491918.01,8.28,2023-02-26,10,Current,0,Europe,200-500K,2023,2
Goldman Sachs,Business Loan,1080819.24,4.56,2020-05-25,3,Current,0,US,500K+,2020,5
Goldman Sachs,Business Loan,1636710.67,7.75,2021-08-08,5,Current,0,US,500K+,2021,8
Goldman Sachs,Mortgage,159575.35,5.18,2019-01-16,1,Current,0,UK,50-200K,2019,1
Goldman Sachs,Mortgage,441715.5,7.82,2022-03-30,20,Current,0,US,200-500K,2022,3
Goldman Sachs,Mortgage,147529.07,8.91,2020-05-27,5,60-day DPD,0,Europe,50-200K,2020,5
Goldman Sachs,Business Loan,551636.45,4.68,2019-09-05,2,Current,0,UK,500K+,2019,9
Goldman Sachs,Business Loan,1510461.06,12.24,2021-07-30,5,Current,0,UK,500K+,2021,7
Goldman Sachs,Business Loan,1560903.7,10.26,2022-06-17,15,Current,0,US,500K+,2022,6
Goldman Sachs,Auto Loan,22323.47,7.5,2021-07-14,3,Current,0,UK,10-50K,2021,7
Goldman Sachs,Mortgage,285689.94,12.42,2021-05-12,15,Current,0,Europe,200-500K,2021,5
Goldman Sachs,Personal Loan,47926.46,11.43,2023-09-11,15,Current,0,UK,10-50K,2023,9
Goldman Sachs,Business Loan,56770.86,5.49,2020-07-19,30,90+ DPD,1,Europe,50-200K,2020,7
Goldman Sachs,Mortgage,173196.95,4.12,2022-09-10,10,Current,0,US,50-200K,2022,9
Goldman Sachs,Business Loan,493522.66,10.73,2021-01-24,2,Current,0,UK,200-500K,2021,1
Goldman Sachs,Mortgage,495750.75,5.78,2020-11-29,25,Current,0,UK,200-500K,2020,11
Goldman Sachs,Mortgage,190471.53,10.03,2022-01-11,5,Current,0,Asia,50-200K,2022,1
Goldman Sachs,Auto Loan,30603.63,6.02,2020-03-21,2,Current,0,UK,10-50K,2020,3
Goldman Sachs,Business Loan,1073471.94,6.13,2019-02-07,1,Current,0,Europe,500K+,2019,2
Goldman Sachs,Business Loan,1075250.74,7.43,2021-01-19,5,Current,0,Asia,500K+,2021,1
Goldman Sachs,Personal Loan,46070.07,5.78,2019-11-23,20,Current,0,Middle East,10-50K,2019,11
Goldman Sachs,Business Loan,1943562.11,3.73,2021-08-27,20,Current,0,Asia,500K+,2021,8
Goldman Sachs,Personal Loan,7144.82,8.04,2020-04-10,25,Current,0,Asia,<10K,2020,4
Goldman Sachs,Mortgage,188994.32,8.56,2020-10-27,3,Current,0,Europe,50-200K,2020,10
Goldman Sachs,Mortgage,346511.33,6.96,2020-02-10,15,Current,0,US,200-500K,2020,2
Goldman Sachs,Mortgage,227013.08,10.93,2019-10-10,10,30-day DPD,0,UK,200-500K,2019,10
Goldman Sachs,Business Loan,354862.85,8.74,2023-03-10,1,Current,0,UK,200-500K,2023,3
Goldman Sachs,Business Loan,654505.09,9.63,2019-09-15,30,Current,0,US,500K+,2019,9
Goldman Sachs,Mortgage,108720.34,11.42,2020-09-16,1,Current,0,Europe,50-200K,2020,9
Goldman Sachs,Mortgage,157710.49,7.12,2020-01-05,15,Current,0,UK,50-200K,2020,1
Goldman Sachs,Auto Loan,29449.78,5.53,2023-11-15,30,Current,0,Asia,10-50K,2023,11
Goldman Sachs,Business Loan,834106.52,8.6,2023-03-02,10,Current,0,Asia,500K+,2023,3
Goldman Sachs,Mortgage,226459.52,4.34,2022-11-06,2,Current,0,Asia,200-500K,2022,11
Goldman Sachs,Auto Loan,54751.15,5.66,2023-06-21,25,Current,0,Middle East,50-200K,2023,6
Goldman Sachs,Mortgage,337915.69,5.42,2019-05-07,1,Current,0,UK,200-500K,2019,5
Goldman Sachs,Mortgage,304704.48,7.44,2020-02-18,25,Current,0,Asia,200-500K,2020,2
Goldman Sachs,Business Loan,1268479.14,3.91,2023-10-12,2,Current,0,UK,500K+,2023,10
Goldman Sachs,Business Loan,531073.73,5.0,2023-02-16,3,Current,0,US,500K+,2023,2
Goldman Sachs,Personal Loan,35584.62,8.09,2019-02-19,1,Current,0,US,10-50K,2019,2
Goldman Sachs,Mortgage,122527.61,8.84,2019-08-04,15,Current,0,US,50-200K,2019,8
Goldman Sachs,Mortgage,202325.92,10.02,2023-02-01,15,Current,0,Asia,200-500K,2023,2
Goldman Sachs,Business Loan,364442.66,6.96,2019-05-29,20,Current,0,UK,200-500K,2019,5
Goldman Sachs,Personal Loan,12741.05,4.67,2019-01-29,30,Current,0,UK,10-50K,2019,1
Goldman Sachs,Credit Card,12724.81,4.2,2020-02-11,30,Current,0,Europe,10-50K,2020,2
Goldman Sachs,Personal Loan,41816.49,7.79,2022-12-25,3,Current,0,Asia,10-50K,2022,12
Goldman Sachs,Auto Loan,12684.22,4.53,2019-02-16,25,Current,0,Europe,10-50K,2019,2
Goldman Sachs,Business Loan,1141362.9,8.41,2019-05-28,30,Current,0,UK,500K+,2019,5
Goldman Sachs,Auto Loan,29930.25,8.76,2019-12-10,10,30-day DPD,0,UK,10-50K,2019,12
Goldman Sachs,Mortgage,371640.09,4.7,2020-03-08,20,Current,0,UK,200-500K,2020,3
Goldman Sachs,Personal Loan,29774.45,9.46,2021-07-29,30,Current,0,Europe,10-50K,2021,7
Goldman Sachs,Auto Loan,27646.84,6.64,2022-04-04,2,Current,0,UK,10-50K,2022,4
Goldman Sachs,Mortgage,497434.59,12.22,2019-04-10,25,Current,0,Asia,200-500K,2019,4
Goldman Sachs,Credit Card,19225.57,4.2,2022-05-08,1,Current,0,Asia,10-50K,2022,5
Goldman Sachs,Mortgage,156889.55,7.24,2022-11-08,1,Current,0,US,50-200K,2022,11
Goldman Sachs,Credit Card,3010.58,9.45,2020-02-23,2,Current,0,US,<10K,2020,2
Goldman Sachs,Auto Loan,52702.08,9.41,2022-03-22,10,Current,0,Europe,50-200K,2022,3
Goldman Sachs,Mortgage,310792.08,4.84,2019-10-17,30,Current,0,Europe,200-500K,2019,10
Goldman Sachs,Business Loan,788377.65,9.45,2022-09-17,5,Current,0,UK,500K+,2022,9
Goldman Sachs,Mortgage,481078.01,8.58,2020-11-12,3,Current,0,US,200-500K,2020,11
Goldman Sachs,Mortgage,302076.57,9.81,2022-01-25,20,Current,0,US,200-500K,2022,1
Goldman Sachs,Business Loan,1591778.33,7.41,2020-08-19,30,Current,0,US,500K+,2020,8
Goldman Sachs,Mortgage,443704.62,6.55,2020-11-25,20,Current,0,US,200-500K,2020,11
Goldman Sachs,Personal Loan,11102.59,9.55,2022-04-04,10,Current,0,US,10-50K,2022,4
Goldman Sachs,Personal Loan,17153.2,8.13,2023-03-28,5,Current,0,Asia,10-50K,2023,3
Goldman Sachs,Business Loan,574629.65,10.55,2023-05-28,10,60-day DPD,0,Europe,500K+,2023,5
Goldman Sachs,Auto Loan,48126.94,12.25,2020-06-30,5,Current,0,UK,10-50K,2020,6
Goldman Sachs,Mortgage,448805.93,8.19,2023-06-11,15,Current,0,US,200-500K,2023,6
Goldman Sachs,Business Loan,1657942.99,7.67,2020-04-06,3,Current,0,US,500K+,2020,4
Goldman Sachs,Personal Loan,47456.2,9.32,2022-07-08,5,Current,0,Asia,10-50K,2022,7
Goldman Sachs,Credit Card,1692.05,3.91,2021-06-16,30,Current,0,Europe,<10K,2021,6
Goldman Sachs,Credit Card,24422.22,11.1,2021-10-08,15,Current,0,US,10-50K,2021,10
Goldman Sachs,Mortgage,184291.9,8.02,2020-01-04,1,Current,0,Asia,50-200K,2020,1
Goldman Sachs,Business Loan,319767.85,6.44,2023-11-03,30,Current,0,Europe,200-500K,2023,11
Goldman Sachs,Mortgage,154279.88,3.56,2021-06-09,20,Current,0,UK,50-200K,2021,6
Goldman Sachs,Mortgage,201595.71,11.92,2023-12-09,1,Current,0,UK,200-500K,2023,12
Goldman Sachs,Business Loan,1583838.72,5.95,2022-08-31,3,Current,0,US,500K+,2022,8
Goldman Sachs,Mortgage,230100.61,7.43,2019-01-03,30,Current,0,Europe,200-500K,2019,1
Goldman Sachs,Mortgage,424377.24,12.5,2022-02-17,30,Current,0,UK,200-500K,2022,2
Goldman Sachs,Personal Loan,37795.71,6.18,2019-06-11,3,Current,0,UK,10-50K,2019,6
Goldman Sachs,Personal Loan,45702.6,5.22,2022-10-13,15,Current,0,UK,10-50K,2022,10
Goldman Sachs,Mortgage,162291.73,7.71,2020-08-30,15,Current,0,UK,50-200K,2020,8
Goldman Sachs,Auto Loan,29606.12,6.88,2022-07-17,1,Current,0,UK,10-50K,2022,7
Goldman Sachs,Mortgage,188271.14,7.39,2023-09-25,30,Current,0,US,50-200K,2023,9
Goldman Sachs,Business Loan,1029549.71,10.73,2023-08-14,3,Current,0,Asia,500K+,2023,8
Goldman Sachs,Personal Loan,5929.71,12.09,2019-04-27,3,Current,0,UK,<10K,2019,4
Goldman Sachs,Personal Loan,32952.84,4.87,2022-02-19,2,Current,0,US,10-50K,2022,2
Goldman Sachs,Auto Loan,10465.45,9.53,2023-08-29,3,Current,0,UK,10-50K,2023,8
Goldman Sachs,Mortgage,499952.43,7.45,2021-03-30,10,Current,0,US,200-500K,2021,3
Goldman Sachs,Personal Loan,21981.43,5.26,2021-05-10,30,60-day DPD,0,UK,10-50K,2021,5
Goldman Sachs,Credit Card,17848.64,6.12,2019-02-27,30,Current,0,Europe,10-50K,2019,2
Goldman Sachs,Mortgage,116047.22,3.93,2023-10-19,10,Current,0,US,50-200K,2023,10
Goldman Sachs,Mortgage,147950.27,6.65,2021-03-26,20,Current,0,UK,50-200K,2021,3
Goldman Sachs,Mortgage,119234.33,9.05,2021-04-25,20,Current,0,UK,50-200K,2021,4
Goldman Sachs,Business Loan,1317174.05,11.49,2022-02-08,2,Current,0,Europe,500K+,2022,2
Goldman Sachs,Mortgage,228294.54,6.46,2023-01-31,30,Current,0,UK,200-500K,2023,1
Goldman Sachs,Auto Loan,21518.23,7.46,2021-11-16,5,Current,0,US,10-50K,2021,11
Goldman Sachs,Auto Loan,13214.04,7.84,2022-01-18,20,Current,0,UK,10-50K,2022,1
Goldman Sachs,Auto Loan,30445.91,3.61,2023-07-22,3,Current,0,UK,10-50K,2023,7
Goldman Sachs,Mortgage,255157.08,11.48,2021-01-04,10,Current,0,UK,200-500K,2021,1
Goldman Sachs,Mortgage,451727.82,6.52,2023-12-30,30,Current,0,Europe,200-500K,2023,12
Goldman Sachs,Mortgage,264056.25,5.6,2019-05-07,1,Current,0,US,200-500K,2019,5
Goldman Sachs,Mortgage,404570.18,10.79,2021-10-04,5,Current,0,UK,200-500K,2021,10
Goldman Sachs,Business Loan,331004.77,9.61,2023-01-22,10,Current,0,UK,200-500K,2023,1
Goldman Sachs,Business Loan,414660.58,6.29,2020-04-20,5,Current,0,Europe,200-500K,2020,4
Goldman Sachs,Mortgage,238102.5,5.28,2023-06-09,2,Current,0,Europe,200-500K,2023,6
Goldman Sachs,Mortgage,366880.68,5.74,2019-08-05,3,Current,0,Europe,200-500K,2019,8
Goldman Sachs,Personal Loan,6602.0,10.43,2021-12-06,1,Current,0,Europe,<10K,2021,12
Goldman Sachs,Auto Loan,49289.58,5.66,2022-06-10,2,Current,0,Middle East,10-50K,2022,6
Goldman Sachs,Personal Loan,40769.59,8.99,2022-06-18,15,Current,0,UK,10-50K,2022,6
Goldman Sachs,Mortgage,224287.29,9.43,2020-06-15,20,Current,0,US,200-500K,2020,6
Goldman Sachs,Personal Loan,35601.64,4.84,2019-11-08,15,Current,0,US,10-50K,2019,11
Goldman Sachs,Mortgage,412443.36,6.15,2021-07-05,5,Current,0,UK,200-500K,2021,7
Goldman Sachs,Mortgage,140836.44,5.81,2023-01-21,5,Current,0,Europe,50-200K,2023,1
Goldman Sachs,Business Loan,1540905.17,10.01,2020-03-12,5,Current,0,UK,500K+,2020,3
Goldman Sachs,Business Loan,1069490.46,7.11,2022-12-06,15,60-day DPD,0,UK,500K+,2022,12
Goldman Sachs,Mortgage,424405.98,11.14,2020-08-01,3,Current,0,Asia,200-500K,2020,8
Goldman Sachs,Business Loan,619632.12,4.85,2022-06-18,15,Current,0,UK,500K+,2022,6
Goldman Sachs,Auto Loan,45745.53,11.95,2022-02-28,10,Current,0,Asia,10-50K,2022,2
Goldman Sachs,Personal Loan,34305.06,7.48,2021-08-08,25,Current,0,Europe,10-50K,2021,8
Goldman Sachs,Credit Card,23773.23,10.39,2022-12-20,10,Current,0,Europe,10-50K,2022,12
Goldman Sachs,Business Loan,1510090.1,7.05,2022-06-10,30,Current,0,UK,500K+,2022,6
Goldman Sachs,Personal Loan,18213.63,11.94,2021-11-11,1,Current,0,Asia,10-50K,2021,11
Goldman Sachs,Mortgage,316770.43,7.81,2019-04-21,5,Current,0,Asia,200-500K,2019,4
Goldman Sachs,Business Loan,297193.02,8.24,2022-02-11,5,Current,0,Middle East,200-500K,2022,2
Goldman Sachs,Personal Loan,21963.62,11.8,2019-09-29,10,Current,0,Asia,10-50K,2019,9
Goldman Sachs,Mortgage,113149.57,11.47,2020-11-02,15,30-day DPD,0,Asia,50-200K,2020,11
Goldman Sachs,Personal Loan,42853.2,6.65,2019-08-16,10,Current,0,US,10-50K,2019,8
Goldman Sachs,Mortgage,317846.16,9.73,2019-10-16,20,Current,0,Middle East,200-500K,2019,10
Goldman Sachs,Personal Loan,26307.84,3.86,2021-03-30,30,Current,0,UK,10-50K,2021,3
Goldman Sachs,Mortgage,456385.62,6.74,2022-01-24,25,Current,0,UK,200-500K,2022,1
Goldman Sachs,Business Loan,1868977.74,8.69,2023-03-01,15,Current,0,Europe,500K+,2023,3
Goldman Sachs,Mortgage,214386.94,9.45,2022-06-07,2,Current,0,UK,200-500K,2022,6
Goldman Sachs,Mortgage,372741.78,9.02,2023-09-12,20,Current,0,Europe,200-500K,2023,9
Goldman Sachs,Auto Loan,22628.06,11.41,2023-07-14,15,Current,0,UK,10-50K,2023,7
Goldman Sachs,Mortgage,123411.35,8.78,2022-07-26,25,Current,0,UK,50-200K,2022,7
Goldman Sachs,Mortgage,435636.13,8.08,2023-06-11,20,Current,0,US,200-500K,2023,6
Goldman Sachs,Auto Loan,37788.23,6.0,2020-08-04,25,Current,0,Europe,10-50K,2020,8
Goldman Sachs,Auto Loan,22274.25,7.85,2019-11-01,25,60-day DPD,0,UK,10-50K,2019,11
Goldman Sachs,Personal Loan,23977.68,8.26,2019-05-05,10,Current,0,US,10-50K,2019,5
Goldman Sachs,Mortgage,250893.65,9.18,2021-09-08,15,60-day DPD,0,US,200-500K,2021,9
Goldman Sachs,Auto Loan,29731.58,9.06,2020-09-21,3,Current,0,Asia,10-50K,2020,9
Goldman Sachs,Credit Card,21026.23,5.77,2021-05-17,20,Current,0,Asia,10-50K,2021,5
Goldman Sachs,Business Loan,429701.59,10.34,2020-09-18,30,Current,0,Asia,200-500K,2020,9
Goldman Sachs,Personal Loan,7915.18,7.94,2020-10-10,10,Current,0,UK,<10K,2020,10
Goldman Sachs,Credit Card,21699.63,6.94,2023-05-06,20,Current,0,Europe,10-50K,2023,5
Goldman Sachs,Business Loan,1455915.71,11.82,2023-11-08,3,Current,0,Europe,500K+,2023,11
Goldman Sachs,Business Loan,1245392.66,10.49,2022-12-18,5,Current,0,UK,500K+,2022,12
Goldman Sachs,Mortgage,234198.89,9.23,2021-05-18,10,30-day DPD,0,Middle East,200-500K,2021,5
Goldman Sachs,Mortgage,80791.42,7.47,2019-03-23,3,Current,0,Asia,50-200K,2019,3
Goldman Sachs,Business Loan,689919.68,10.61,2020-07-20,25,Current,0,Asia,500K+,2020,7
Goldman Sachs,Personal Loan,23597.63,11.73,2022-01-16,10,Current,0,Asia,10-50K,2022,1
Goldman Sachs,Auto Loan,39347.15,11.86,2019-10-13,2,Current,0,US,10-50K,2019,10
Goldman Sachs,Mortgage,483717.05,8.56,2022-01-26,10,Current,0,Middle East,200-500K,2022,1
Goldman Sachs,Mortgage,298736.55,6.81,2022-01-26,10,Current,0,US,200-500K,2022,1
Goldman Sachs,Credit Card,9132.86,11.78,2021-07-28,1,Current,0,UK,<10K,2021,7
Goldman Sachs,Credit Card,8332.28,9.72,2020-01-18,25,Current,0,UK,<10K,2020,1
Goldman Sachs,Credit Card,24982.55,9.29,2019-12-11,15,Current,0,US,10-50K,2019,12
Goldman Sachs,Credit Card,24629.61,12.38,2022-09-29,5,Current,0,US,10-50K,2022,9
Goldman Sachs,Mortgage,85182.29,11.16,2020-07-26,3,Current,0,Europe,50-200K,2020,7
Goldman Sachs,Personal Loan,43616.4,12.31,2019-06-22,1,Current,0,Asia,10-50K,2019,6
Goldman Sachs,Auto Loan,19576.3,6.07,2019-03-21,5,Current,0,Europe,10-50K,2019,3
Goldman Sachs,Mortgage,146431.72,9.55,2022-05-13,10,Current,0,Europe,50-200K,2022,5
Goldman Sachs,Credit Card,1658.91,8.1,2020-03-24,1,Current,0,US,<10K,2020,3
Goldman Sachs,Auto Loan,26055.21,6.41,2023-12-12,10,Current,0,UK,10-50K,2023,12
Goldman Sachs,Business Loan,208155.32,12.44,2022-04-22,3,Current,0,Europe,200-500K,2022,4
Goldman Sachs,Personal Loan,34330.11,7.86,2020-08-11,3,Current,0,US,10-50K,2020,8
Goldman Sachs,Mortgage,93990.64,11.41,2023-05-01,15,Current,0,UK,50-200K,2023,5
Goldman Sachs,Auto Loan,49647.11,8.57,2020-11-16,25,Current,0,UK,10-50K,2020,11
Goldman Sachs,Personal Loan,36331.38,9.71,2020-12-15,1,Current,0,UK,10-50K,2020,12
Goldman Sachs,Business Loan,333305.03,10.95,2023-10-27,25,Current,0,Asia,200-500K,2023,10
Goldman Sachs,Credit Card,16073.98,7.69,2019-07-02,1,Current,0,US,10-50K,2019,7
Goldman Sachs,Business Loan,1141750.9,8.23,2020-11-26,30,Current,0,Middle East,500K+,2020,11
Goldman Sachs,Personal Loan,21198.51,11.93,2023-07-08,10,Current,0,US,10-50K,2023,7
Goldman Sachs,Auto Loan,41081.21,10.15,2019-07-28,25,Current,0,US,10-50K,2019,7
Goldman Sachs,Mortgage,108921.88,11.5,2022-05-11,30,Current,0,UK,50-200K,2022,5
Goldman Sachs,Credit Card,11872.43,11.14,2021-05-19,5,Current,0,UK,10-50K,2021,5
Goldman Sachs,Business Loan,526943.98,6.65,2021-11-19,1,Current,0,Asia,500K+,2021,11
Goldman Sachs,Mortgage,197242.57,7.37,2023-01-09,30,Current,0,US,50-200K,2023,1
Goldman Sachs,Credit Card,21326.5,9.82,2021-09-29,5,Current,0,Europe,10-50K,2021,9
Goldman Sachs,Auto Loan,37898.7,3.73,2022-06-28,2,Current,0,US,10-50K,2022,6
Goldman Sachs,Business Loan,1976351.06,6.49,2019-03-03,20,Current,0,UK,500K+,2019,3
Goldman Sachs,Business Loan,1704741.0,5.54,2023-09-27,2,Current,0,UK,500K+,2023,9
Goldman Sachs,Mortgage,398314.01,9.65,2020-01-01,3,Current,0,Asia,200-500K,2020,1
Goldman Sachs,Personal Loan,16243.41,3.8,2020-01-31,1,Current,0,US,10-50K,2020,1
Goldman Sachs,Mortgage,106658.43,5.96,2020-10-25,25,Current,0,UK,50-200K,2020,10
Goldman Sachs,Business Loan,242616.01,12.05,2023-06-23,25,Current,0,UK,200-500K,2023,6
Goldman Sachs,Personal Loan,11509.57,6.76,2021-05-26,25,Current,0,US,10-50K,2021,5
Goldman Sachs,Business Loan,1708130.73,5.67,2022-07-10,1,Current,0,UK,500K+,2022,7
Goldman Sachs,Business Loan,861131.78,10.86,2020-08-19,30,Current,0,UK,500K+,2020,8
Goldman Sachs,Business Loan,1758910.91,11.88,2022-08-10,1,Current,0,US,500K+,2022,8
Goldman Sachs,Business Loan,523942.87,10.74,2021-09-11,10,Current,0,UK,500K+,2021,9
Goldman Sachs,Personal Loan,17160.37,11.53,2023-04-16,1,Current,0,Europe,10-50K,2023,4
Goldman Sachs,Credit Card,5859.3,3.83,2023-11-06,20,Current,0,US,<10K,2023,11
